"Trial.name","eswyt","eswyt.no","Occ","Loc_no","Country","Loc_desc","Cycle","CID","SID","Gen_name","Trait_no","Trait.name","Value","EMS","SE","Unit","cidsid"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",427147,22,"ALTAR 84/AE.SQUARROSA (221)//3*BORL95/3/URES/JUN//KAUZ/4/WBLL1",144,"GRAIN_YIELD",10.392,0.195,0.442,"t/ha","427147_22"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",12,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",429817,27,"TUKURU//BAV92/RAYON",144,"GRAIN_YIELD",9.165,0.136,0.369,"t/ha","429817_27"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",429817,27,"TUKURU//BAV92/RAYON",144,"GRAIN_YIELD",9.226,0.195,0.442,"t/ha","429817_27"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",12,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",429817,28,"TUKURU//BAV92/RAYON",144,"GRAIN_YIELD",9.779,0.136,0.369,"t/ha","429817_28"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",429817,28,"TUKURU//BAV92/RAYON",144,"GRAIN_YIELD",9.76,0.195,0.442,"t/ha","429817_28"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",12,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",430291,19,"SUNSU/CHIBIA",144,"GRAIN_YIELD",8.455,0.136,0.369,"t/ha","430291_19"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",430291,19,"SUNSU/CHIBIA",144,"GRAIN_YIELD",9.83,0.195,0.442,"t/ha","430291_19"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",12,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",430366,37,"KAUZ/PASTOR//PBW343",144,"GRAIN_YIELD",8.067,0.136,0.369,"t/ha","430366_37"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",430366,37,"KAUZ/PASTOR//PBW343",144,"GRAIN_YIELD",9.28,0.195,0.442,"t/ha","430366_37"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",12,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",436741,67,"WBLL1*2/KKTS",144,"GRAIN_YIELD",9.522,0.136,0.369,"t/ha","436741_67"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",436741,67,"WBLL1*2/KKTS",144,"GRAIN_YIELD",10.083,0.195,0.442,"t/ha","436741_67"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",436741,69,"WBLL1*2/KKTS",144,"GRAIN_YIELD",7.404,0.057,0.239,"t/ha","436741_69"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",436741,69,"WBLL1*2/KKTS",144,"GRAIN_YIELD",6.939,0.036,0.499,"t/ha","436741_69"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",12,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",436745,34,"WBLL1*2/4/YACO/PBW65/3/KAUZ*2/TRAP//KAUZ",144,"GRAIN_YIELD",9.234,0.136,0.369,"t/ha","436745_34"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",436745,34,"WBLL1*2/4/YACO/PBW65/3/KAUZ*2/TRAP//KAUZ",144,"GRAIN_YIELD",9.997,0.195,0.442,"t/ha","436745_34"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",12,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",436745,38,"WBLL1*2/4/YACO/PBW65/3/KAUZ*2/TRAP//KAUZ",144,"GRAIN_YIELD",8.79,0.136,0.369,"t/ha","436745_38"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",436745,38,"WBLL1*2/4/YACO/PBW65/3/KAUZ*2/TRAP//KAUZ",144,"GRAIN_YIELD",9.725,0.195,0.442,"t/ha","436745_38"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",12,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",436749,47,"WBLL1*2/VIVITSI",144,"GRAIN_YIELD",8.908,0.136,0.369,"t/ha","436749_47"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",436749,47,"WBLL1*2/VIVITSI",144,"GRAIN_YIELD",9.883,0.195,0.442,"t/ha","436749_47"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",12,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",436749,48,"WBLL1*2/VIVITSI",144,"GRAIN_YIELD",9.252,0.136,0.369,"t/ha","436749_48"
"28TH ELITE SPRING WHEAT YT",28,"eswyt.28",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2007",436749,48,"WBLL1*2/VIVITSI",144,"GRAIN_YIELD",9.522,0.195,0.442,"t/ha","436749_48"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",436825,31,"BAJ #1",144,"GRAIN_YIELD",6.558,0.057,0.239,"t/ha","436825_31"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",436825,31,"BAJ #1",144,"GRAIN_YIELD",6.565,0.036,0.499,"t/ha","436825_31"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",443943,21,"OTUS/KKTS//KKTS",144,"GRAIN_YIELD",6.228,0.057,0.239,"t/ha","443943_21"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",443943,21,"OTUS/KKTS//KKTS",144,"GRAIN_YIELD",5.651,0.036,0.499,"t/ha","443943_21"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448391,87,"BABAX/LR42//BABAX*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ",144,"GRAIN_YIELD",7.134,0.057,0.239,"t/ha","448391_87"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448391,87,"BABAX/LR42//BABAX*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ",144,"GRAIN_YIELD",6.596,0.036,0.499,"t/ha","448391_87"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448392,49,"QUAIU",144,"GRAIN_YIELD",6.853,0.061,0.488,"t/ha","448392_49"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448392,49,"QUAIU",144,"GRAIN_YIELD",8.33,0.209,0.457,"t/ha","448392_49"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448392,49,"QUAIU",144,"GRAIN_YIELD",7.23,0.169,0.411,"t/ha","448392_49"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448394,52,"BABAX/LR42//BABAX*2/3/KUKUNA",144,"GRAIN_YIELD",7.051,0.057,0.239,"t/ha","448394_52"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448394,52,"BABAX/LR42//BABAX*2/3/KUKUNA",144,"GRAIN_YIELD",5.84,0.036,0.499,"t/ha","448394_52"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448399,112,"WAXWING*2/BRAMBLING",144,"GRAIN_YIELD",6.747,0.057,0.239,"t/ha","448399_112"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448399,112,"WAXWING*2/BRAMBLING",144,"GRAIN_YIELD",6.055,0.036,0.499,"t/ha","448399_112"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448400,62,"MUNAL #1",144,"GRAIN_YIELD",7.111,0.061,0.488,"t/ha","448400_62"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448400,62,"MUNAL #1",144,"GRAIN_YIELD",7.5,0.209,0.457,"t/ha","448400_62"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448400,62,"MUNAL #1",144,"GRAIN_YIELD",5.941,0.169,0.411,"t/ha","448400_62"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",448400,62,"MUNAL #1",144,"GRAIN_YIELD",6.093,0.041,0.351,"t/ha","448400_62"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",448400,62,"MUNAL #1",144,"GRAIN_YIELD",3.612,0.103,0.32,"t/ha","448400_62"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",448400,62,"MUNAL #1",144,"GRAIN_YIELD",6.649,0.015,0.437,"t/ha","448400_62"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",448400,62,"MUNAL #1",144,"GRAIN_YIELD",6.456,0.002,0.262,"t/ha","448400_62"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448401,127,"PAURAQUE",144,"GRAIN_YIELD",6.469,0.057,0.239,"t/ha","448401_127"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448401,127,"PAURAQUE",144,"GRAIN_YIELD",6.765,0.036,0.499,"t/ha","448401_127"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448401,139,"PAURAQUE",144,"GRAIN_YIELD",6.443,0.061,0.488,"t/ha","448401_139"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448401,139,"PAURAQUE",144,"GRAIN_YIELD",7.89,0.209,0.457,"t/ha","448401_139"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448401,139,"PAURAQUE",144,"GRAIN_YIELD",6.569,0.169,0.411,"t/ha","448401_139"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448401,160,"PAURAQUE #1",144,"GRAIN_YIELD",5.874,0.061,0.488,"t/ha","448401_160"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448401,160,"PAURAQUE #1",144,"GRAIN_YIELD",7.605,0.209,0.457,"t/ha","448401_160"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448401,160,"PAURAQUE #1",144,"GRAIN_YIELD",6.417,0.169,0.411,"t/ha","448401_160"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448402,63,"FRANCOLIN #1",144,"GRAIN_YIELD",5.817,0.057,0.239,"t/ha","448402_63"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448402,63,"FRANCOLIN #1",144,"GRAIN_YIELD",5.331,0.036,0.499,"t/ha","448402_63"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448402,63,"FRANCOLIN #1",144,"GRAIN_YIELD",6.049,0.061,0.488,"t/ha","448402_63"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448402,63,"FRANCOLIN #1",144,"GRAIN_YIELD",6.48,0.209,0.457,"t/ha","448402_63"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448402,63,"FRANCOLIN #1",144,"GRAIN_YIELD",6.624,0.169,0.411,"t/ha","448402_63"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448402,73,"FRANCOLIN",144,"GRAIN_YIELD",6.654,0.061,0.488,"t/ha","448402_73"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448402,73,"FRANCOLIN",144,"GRAIN_YIELD",7.54,0.209,0.457,"t/ha","448402_73"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448402,73,"FRANCOLIN",144,"GRAIN_YIELD",6.704,0.169,0.411,"t/ha","448402_73"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448402,78,"FRANCOLIN",144,"GRAIN_YIELD",6.625,0.057,0.239,"t/ha","448402_78"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448402,78,"FRANCOLIN",144,"GRAIN_YIELD",5.899,0.036,0.499,"t/ha","448402_78"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448403,57,"GRACKLE #1",144,"GRAIN_YIELD",7.257,0.057,0.239,"t/ha","448403_57"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448403,57,"GRACKLE #1",144,"GRAIN_YIELD",6.697,0.036,0.499,"t/ha","448403_57"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448403,61,"GRACKLE",144,"GRAIN_YIELD",6.58,0.057,0.239,"t/ha","448403_61"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448403,61,"GRACKLE",144,"GRAIN_YIELD",6.961,0.036,0.499,"t/ha","448403_61"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448404,113,"WAXWING*2/TUKURU",144,"GRAIN_YIELD",6.526,0.057,0.239,"t/ha","448404_113"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448404,113,"WAXWING*2/TUKURU",144,"GRAIN_YIELD",6.06,0.036,0.499,"t/ha","448404_113"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448404,117,"WAXWING*2/TUKURU",144,"GRAIN_YIELD",6.563,0.057,0.239,"t/ha","448404_117"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448404,117,"WAXWING*2/TUKURU",144,"GRAIN_YIELD",7.401,0.036,0.499,"t/ha","448404_117"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448406,127,"FRET2*2/BRAMBLING",144,"GRAIN_YIELD",6.933,0.061,0.488,"t/ha","448406_127"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448406,127,"FRET2*2/BRAMBLING",144,"GRAIN_YIELD",7.535,0.209,0.457,"t/ha","448406_127"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448406,127,"FRET2*2/BRAMBLING",144,"GRAIN_YIELD",7.051,0.169,0.411,"t/ha","448406_127"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448408,109,"WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",7.199,0.057,0.239,"t/ha","448408_109"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448408,109,"WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",6.406,0.036,0.499,"t/ha","448408_109"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448408,124,"WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",7.076,0.057,0.239,"t/ha","448408_124"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448408,124,"WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",6.92,0.036,0.499,"t/ha","448408_124"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448408,124,"WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",7.573,0.061,0.488,"t/ha","448408_124"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448408,124,"WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",7.515,0.209,0.457,"t/ha","448408_124"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448408,124,"WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",7.076,0.169,0.411,"t/ha","448408_124"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448408,141,"WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",6.368,0.057,0.239,"t/ha","448408_141"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448408,141,"WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",6.264,0.036,0.499,"t/ha","448408_141"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448408,146,"WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",7.402,0.057,0.239,"t/ha","448408_146"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448408,146,"WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",7.424,0.036,0.499,"t/ha","448408_146"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448409,98,"BECARD #1",144,"GRAIN_YIELD",7.701,0.057,0.239,"t/ha","448409_98"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448409,98,"BECARD #1",144,"GRAIN_YIELD",7.857,0.036,0.499,"t/ha","448409_98"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448409,101,"BECARD",144,"GRAIN_YIELD",7.434,0.061,0.488,"t/ha","448409_101"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448409,101,"BECARD",144,"GRAIN_YIELD",8.41,0.209,0.457,"t/ha","448409_101"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448409,101,"BECARD",144,"GRAIN_YIELD",7.259,0.169,0.411,"t/ha","448409_101"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448409,125,"BECARD",144,"GRAIN_YIELD",7.526,0.061,0.488,"t/ha","448409_125"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448409,125,"BECARD",144,"GRAIN_YIELD",7.97,0.209,0.457,"t/ha","448409_125"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",448409,125,"BECARD",144,"GRAIN_YIELD",7.082,0.169,0.411,"t/ha","448409_125"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448415,82,"TACUPETO F2001*2/BRAMBLING",144,"GRAIN_YIELD",6.925,0.057,0.239,"t/ha","448415_82"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448415,82,"TACUPETO F2001*2/BRAMBLING",144,"GRAIN_YIELD",7.433,0.036,0.499,"t/ha","448415_82"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448422,101,"MUU #1",144,"GRAIN_YIELD",6.519,0.057,0.239,"t/ha","448422_101"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448422,101,"MUU #1",144,"GRAIN_YIELD",7.464,0.036,0.499,"t/ha","448422_101"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448422,109,"MUU",144,"GRAIN_YIELD",6.571,0.057,0.239,"t/ha","448422_109"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",448422,109,"MUU",144,"GRAIN_YIELD",6.964,0.036,0.499,"t/ha","448422_109"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",450593,8,"ELVIRA/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI",144,"GRAIN_YIELD",7.014,0.057,0.239,"t/ha","450593_8"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",450593,8,"ELVIRA/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI",144,"GRAIN_YIELD",7.71,0.036,0.499,"t/ha","450593_8"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459285,65,"THELIN/3/BABAX/LR42//BABAX/4/BABAX/LR42//BABAX",144,"GRAIN_YIELD",6.546,0.057,0.239,"t/ha","459285_65"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459285,65,"THELIN/3/BABAX/LR42//BABAX/4/BABAX/LR42//BABAX",144,"GRAIN_YIELD",5.489,0.036,0.499,"t/ha","459285_65"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459298,95,"THELIN#2//ATTILA*2/PASTOR/3/PRL/2*PASTOR",144,"GRAIN_YIELD",6.901,0.057,0.239,"t/ha","459298_95"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459298,95,"THELIN#2//ATTILA*2/PASTOR/3/PRL/2*PASTOR",144,"GRAIN_YIELD",6.413,0.036,0.499,"t/ha","459298_95"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",459341,23,"KIRITATI//PBW65/2*SERI.1B",144,"GRAIN_YIELD",6.762,0.061,0.488,"t/ha","459341_23"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",459341,23,"KIRITATI//PBW65/2*SERI.1B",144,"GRAIN_YIELD",6.365,0.209,0.457,"t/ha","459341_23"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",459341,23,"KIRITATI//PBW65/2*SERI.1B",144,"GRAIN_YIELD",6.579,0.169,0.411,"t/ha","459341_23"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459341,25,"KIRITATI//PBW65/2*SERI.1B",144,"GRAIN_YIELD",6.574,0.057,0.239,"t/ha","459341_25"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459341,25,"KIRITATI//PBW65/2*SERI.1B",144,"GRAIN_YIELD",6.434,0.036,0.499,"t/ha","459341_25"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459343,26,"KIRITATI//PRL/2*PASTOR",144,"GRAIN_YIELD",5.69,0.057,0.239,"t/ha","459343_26"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459343,26,"KIRITATI//PRL/2*PASTOR",144,"GRAIN_YIELD",5.674,0.036,0.499,"t/ha","459343_26"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459343,30,"KIRITATI//PRL/2*PASTOR",144,"GRAIN_YIELD",6.444,0.057,0.239,"t/ha","459343_30"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459343,30,"KIRITATI//PRL/2*PASTOR",144,"GRAIN_YIELD",6.416,0.036,0.499,"t/ha","459343_30"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459346,85,"KIRITATI//HUW234+LR34/PRINIA",144,"GRAIN_YIELD",6.463,0.057,0.239,"t/ha","459346_85"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459346,85,"KIRITATI//HUW234+LR34/PRINIA",144,"GRAIN_YIELD",5.962,0.036,0.499,"t/ha","459346_85"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459353,33,"KIRITATI/WBLL1",144,"GRAIN_YIELD",7.134,0.057,0.239,"t/ha","459353_33"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459353,33,"KIRITATI/WBLL1",144,"GRAIN_YIELD",6.239,0.036,0.499,"t/ha","459353_33"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",459354,79,"PICAFLOR #1",144,"GRAIN_YIELD",6.921,0.061,0.488,"t/ha","459354_79"
